track_name;artist(s)_name;artist_count;released_year;released_month;released_day;in_spotify_playlists;in_spotify_charts;streams;in_apple_playlists;in_apple_charts;in_deezer_playlists;in_deezer_charts;in_shazam_charts;bpm;key;mode;danceability_%;valence_%;energy_%;acousticness_%;instrumentalness_%;liveness_%;speechiness_%
295;Sidhu Moose Wala;1.00;2021.00;5.00;15.00;246.00;4.00;183273246.00;4.00;106.00;0.00;0.00;7.00;90.00;B;Minor;68.00;54.00;76.00;21.00;0.00;11.00;20.00
Tak Ingin Usai;Keisya Levronka;1.00;2022.00;5.00;13.00;220.00;4.00;184807630.00;16.00;5.00;0.00;0.00;6.00;130.00;0;Major;49.00;14.00;40.00;82.00;0.00;11.00;3.00
En El Radio Un Cochinero;Victor Cibrian;1.00;2022.00;5.00;13.00;514.00;0.00;164856284.00;5.00;36.00;1.00;0.00;0.00;154.00;F#;Minor;70.00;97.00;62.00;47.00;0.00;10.00;4.00
Master of Puppets (Remastered);Metallica;1.00;1986.00;3.00;3.00;6080.00;0.00;704171068.00;112.00;198.00;406.00;1.00;0.00;105.00;E;Minor;54.00;59.00;83.00;0.00;44.00;20.00;4.00
BREAK MY SOUL;Beyoncï¿;1.00;2022.00;6.00;21.00;9724.00;0.00;354614964.00;222.00;61.00;259.00;14.00;2.00;115.00;C#;Minor;70.00;87.00;88.00;4.00;0.00;26.00;8.00
ULTRA SOLO REMIX;De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita;5.00;2022.00;6.00;16.00;2341.00;0.00;279717388.00;37.00;2.00;38.00;2.00;0.00;110.00;C#;Major;91.00;59.00;82.00;8.00;0.00;6.00;8.00
Massive;Drake;1.00;2022.00;6.00;17.00;5263.00;0.00;195628667.00;66.00;89.00;61.00;0.00;11.00;125.00;E;Minor;51.00;5.00;68.00;12.00;2.00;15.00;6.00
Betty (Get Money);Yung Gravy;1.00;2022.00;6.00;10.00;2402.00;0.00;221752937.00;45.00;2.00;26.00;0.00;1.00;102.00;C#;Major;73.00;62.00;75.00;0.00;0.00;34.00;8.00
Ojos Marrones;Lasso;1.00;2022.00;2.00;6.00;795.00;11.00;263280370.00;26.00;18.00;15.00;1.00;4.00;120.00;G#;Minor;81.00;72.00;65.00;4.00;0.00;14.00;4.00
POP!;Nayeon;1.00;2022.00;6.00;24.00;571.00;0.00;213505179.00;19.00;21.00;14.00;0.00;2.00;97.00;D;Major;80.00;36.00;86.00;4.00;0.00;3.00;5.00
Layla;Schï¿½ï¿½rze, DJ R;2.00;2022.00;3.00;24.00;832.00;3.00;130419412.00;18.00;124.00;24.00;1.00;0.00;140.00;F;Minor;44.00;41.00;92.00;0.00;0.00;44.00;7.00
MORE;j-hope;1.00;2022.00;7.00;1.00;565.00;0.00;155795783.00;6.00;52.00;11.00;0.00;0.00;97.00;D;Major;78.00;31.00;72.00;1.00;0.00;11.00;4.00
Sweet Child O' Mine;Guns N' Roses;1.00;1987.00;1.00;1.00;41231.00;1.00;1553497987.00;228.00;151.00;6720.00;3.00;99.00;125.00;F#;Major;45.00;67.00;90.00;9.00;11.00;10.00;5.00
Last Last;Burna Boy;1.00;2022.00;5.00;12.00;4526.00;12.00;293466523.00;156.00;275.00;150.00;3.00;128.00;88.00;D#;Minor;80.00;55.00;56.00;13.00;0.00;8.00;9.00
SNAP;Rosa Linn;1.00;2022.00;3.00;19.00;1818.00;0.00;711366595.00;3.00;0.00;63.00;0.00;353.00;170.00;0;Major;56.00;52.00;64.00;11.00;0.00;45.00;7.00
Sticky;Drake;1.00;2022.00;6.00;17.00;2814.00;0.00;191448892.00;38.00;105.00;25.00;0.00;2.00;137.00;A#;Minor;88.00;8.00;49.00;9.00;0.00;9.00;14.00
Hot Shit (feat. Ye & Lil Durk);Kanye West, Lil Durk, Cardi B;3.00;2022.00;7.00;1.00;1601.00;0.00;85924992.00;11.00;0.00;2.00;0.00;0.00;157.00;A;Major;88.00;52.00;69.00;0.00;0.00;8.00;23.00
Ai Preto;L7nnon, DJ Biel do Furduncinho, Bianca;3.00;2022.00;6.00;3.00;894.00;4.00;176103902.00;28.00;0.00;54.00;0.00;0.00;130.00;F#;Major;95.00;83.00;57.00;54.00;0.00;10.00;25.00
La Loto;Anitta, Tini, Becky G;3.00;2022.00;7.00;6.00;945.00;0.00;121189256.00;49.00;3.00;57.00;0.00;0.00;90.00;C#;Major;85.00;80.00;83.00;10.00;0.00;8.00;11.00
die first;Nessa Barrett;1.00;2022.00;6.00;24.00;767.00;0.00;131746175.00;25.00;0.00;22.00;0.00;0.00;183.00;G#;Minor;44.00;44.00;67.00;7.00;0.00;12.00;13.00
Afraid To Feel;LF System;1.00;2022.00;5.00;2.00;5898.00;5.00;244790012.00;129.00;55.00;128.00;0.00;101.00;128.00;C#;Major;58.00;68.00;91.00;2.00;0.00;27.00;11.00
Baile no Morro;Mc Vitin Da Igrejinha, MC Tairon, DJ Win;3.00;2022.00;6.00;10.00;685.00;2.00;129314708.00;17.00;0.00;24.00;0.00;30.00;130.00;D#;Minor;71.00;78.00;40.00;46.00;0.00;7.00;45.00
cï¿½ï¿½mo dormi;Rels B;1.00;2022.00;8.00;4.00;1452.00;35.00;331511413.00;16.00;15.00;20.00;0.00;0.00;126.00;C#;Major;63.00;56.00;43.00;24.00;0.00;12.00;23.00
Bad Decisions (with BTS & Snoop Dogg);Snoop Dogg, BTS, Benny Blanco;3.00;2022.00;8.00;5.00;1456.00;0.00;219196651.00;53.00;2.00;33.00;0.00;0.00;120.00;0;Major;77.00;94.00;87.00;2.00;0.00;23.00;12.00
STAYING ALIVE (feat. Drake & Lil Baby);Drake, DJ Khaled, Lil Baby;3.00;2022.00;8.00;5.00;2107.00;0.00;170732845.00;51.00;1.00;50.00;0.00;0.00;130.00;E;Minor;72.00;18.00;46.00;7.00;0.00;28.00;8.00
Caile;Luar La L;1.00;2020.00;12.00;18.00;1494.00;2.00;273914335.00;17.00;12.00;15.00;0.00;0.00;122.00;0;Major;70.00;46.00;76.00;30.00;0.00;9.00;45.00
Si Te La Encuentras Por Ahï¿;Feid;1.00;2022.00;8.00;5.00;1379.00;4.00;179061440.00;23.00;10.00;18.00;0.00;0.00;172.00;G#;Minor;74.00;46.00;58.00;15.00;0.00;13.00;8.00
GIVENCHY;Duki;1.00;2022.00;7.00;20.00;625.00;4.00;185236961.00;13.00;18.00;12.00;0.00;0.00;103.00;G#;Major;61.00;38.00;62.00;14.00;0.00;23.00;40.00
ALIEN SUPERSTAR;Beyoncï¿;1.00;2022.00;7.00;29.00;2688.00;0.00;171788484.00;39.00;47.00;36.00;0.00;0.00;122.00;A#;Minor;55.00;46.00;64.00;0.00;0.00;17.00;10.00
Mary On A Cross;Ghost;1.00;2019.00;9.00;13.00;2668.00;2.00;387080183.00;38.00;266.00;78.00;0.00;141.00;130.00;B;Major;47.00;56.00;90.00;0.00;0.00;10.00;4.00
Attention;NewJeans;1.00;2022.00;8.00;1.00;799.00;12.00;264717480.00;14.00;141.00;9.00;0.00;1.00;105.00;A#;Minor;81.00;70.00;65.00;24.00;0.00;8.00;4.00
THE SHADE;Rex Orange County;1.00;2022.00;3.00;11.00;1189.00;6.00;244928911.00;17.00;10.00;16.00;0.00;4.00;120.00;F;Major;90.00;73.00;51.00;39.00;0.00;9.00;6.00
"Come Back Home - From ""Purple Hearts""";Sofia Carson;1.00;2022.00;7.00;12.00;367.00;0.00;97610446.00;28.00;67.00;195.00;0.00;0.00;145.00;G;Major;56.00;43.00;53.00;24.00;0.00;12.00;4.00
El Rescate;Grupo Marca Registrada, Junior H;2.00;2022.00;7.00;22.00;527.00;4.00;287278853.00;10.00;43.00;3.00;1.00;0.00;99.00;G;Minor;79.00;64.00;59.00;28.00;0.00;11.00;14.00
Heartless;Kanye West;1.00;2008.00;1.00;1.00;17504.00;34.00;887906111.00;63.00;39.00;1315.00;0.00;2.00;88.00;A#;Minor;79.00;66.00;65.00;5.00;0.00;25.00;14.00
Stay With Me (with Justin Timberlake, Halsey, & Pharrell);Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake;4.00;2022.00;7.00;15.00;3113.00;0.00;123473120.00;54.00;6.00;124.00;1.00;0.00;126.00;A;Major;81.00;90.00;73.00;28.00;0.00;29.00;4.00
Siempre Pendientes;Peso Pluma, Luis R Conriquez;2.00;2022.00;8.00;15.00;685.00;5.00;295152154.00;15.00;79.00;4.00;2.00;0.00;136.00;0;Major;77.00;71.00;75.00;33.00;1.00;13.00;4.00
JGL;Luis R Conriquez, La Adictiva;2.00;2022.00;2.00;18.00;782.00;9.00;323455692.00;15.00;33.00;6.00;1.00;0.00;113.00;G#;Major;70.00;97.00;59.00;55.00;0.00;27.00;12.00
Don't You Worry;David Guetta, Shakira, Black Eyed Peas;3.00;2022.00;6.00;16.00;2442.00;0.00;240918092.00;81.00;4.00;248.00;1.00;6.00;132.00;B;Major;82.00;49.00;88.00;20.00;0.00;21.00;3.00
Pipoco;Melody, Ana Castela, Dj Chris No Beat;3.00;2022.00;5.00;20.00;1112.00;4.00;191873381.00;22.00;2.00;65.00;1.00;3.00;135.00;G#;Major;77.00;74.00;74.00;47.00;0.00;34.00;8.00
Hold Me Closer;Elton John, Britney Spears;2.00;2017.00;11.00;10.00;4967.00;0.00;284216603.00;165.00;10.00;177.00;4.00;73.00;126.00;0;Major;67.00;49.00;77.00;11.00;0.00;19.00;11.00
Forget Me;Lewis Capaldi;1.00;2022.00;9.00;9.00;2520.00;4.00;239411309.00;93.00;95.00;84.00;9.00;202.00;102.00;C#;Minor;67.00;72.00;74.00;30.00;0.00;36.00;4.00
After LIKE;IVE;1.00;2022.00;8.00;22.00;767.00;12.00;265548837.00;20.00;129.00;11.00;0.00;12.00;125.00;0;Major;68.00;80.00;92.00;10.00;0.00;9.00;12.00
Bound 2;Kanye West;1.00;2013.00;1.00;1.00;19806.00;7.00;703301727.00;33.00;11.00;274.00;0.00;0.00;149.00;C#;Major;37.00;28.00;66.00;14.00;0.00;9.00;5.00
B.O.T.A. (Baddest Of Them All) - Edit;Interplanetary Criminal, Eliza Rose;2.00;2022.00;6.00;15.00;5153.00;6.00;244585109.00;102.00;53.00;113.00;12.00;0.00;137.00;0;Major;74.00;71.00;89.00;24.00;61.00;15.00;5.00
Talk that Talk;TWICE;1.00;2022.00;8.00;26.00;615.00;0.00;189476119.00;14.00;77.00;15.00;1.00;2.00;120.00;D#;Minor;77.00;78.00;91.00;14.00;0.00;33.00;12.00
BILLIE EILISH.;Armani White;1.00;2022.00;1.00;20.00;2537.00;0.00;277132266.00;49.00;1.00;67.00;11.00;1.00;100.00;C#;Major;90.00;75.00;50.00;11.00;0.00;9.00;26.00
Ferxxo 100;Feid;1.00;2022.00;6.00;3.00;1647.00;30.00;278920007.00;20.00;49.00;23.00;2.00;2.00;164.00;G#;Minor;70.00;58.00;57.00;25.00;0.00;15.00;7.00
KU LO SA - A COLORS SHOW;Oxlade;1.00;2022.00;6.00;10.00;2019.00;8.00;222410722.00;117.00;72.00;107.00;1.00;7.00;93.00;A#;Minor;65.00;79.00;66.00;31.00;0.00;22.00;7.00
Prohibidox;Feid;1.00;2022.00;9.00;13.00;1473.00;12.00;185392587.00;25.00;36.00;25.00;1.00;0.00;180.00;C#;Minor;65.00;52.00;80.00;5.00;0.00;6.00;25.00
Static;Steve Lacy;1.00;2022.00;7.00;15.00;1613.00;0.00;202452860.00;21.00;15.00;13.00;0.00;0.00;79.00;C#;Major;34.00;22.00;31.00;43.00;63.00;10.00;7.00
The Scientist;Coldplay;1.00;2002.00;8.00;5.00;30992.00;6.00;1608164312.00;124.00;25.00;7827.00;1.00;0.00;146.00;F;Major;56.00;21.00;44.00;73.00;0.00;11.00;2.00
Sparks;Coldplay;1.00;2000.00;7.00;10.00;10826.00;4.00;624101957.00;24.00;0.00;805.00;0.00;0.00;103.00;C#;Major;37.00;17.00;27.00;75.00;5.00;10.00;3.00
Talk;YEAT;1.00;2022.00;9.00;2.00;920.00;0.00;148461629.00;10.00;1.00;8.00;0.00;0.00;140.00;E;Minor;70.00;26.00;76.00;8.00;0.00;54.00;23.00
XQ Te Pones Asï¿;Yandel, Feid;2.00;2022.00;9.00;13.00;308.00;0.00;47093942.00;6.00;1.00;6.00;0.00;0.00;92.00;A#;Major;81.00;48.00;70.00;13.00;0.00;15.00;7.00
Selfish;PnB Rock;1.00;2016.00;6.00;23.00;2468.00;0.00;380319238.00;15.00;0.00;0.00;0.00;0.00;102.00;C#;Minor;64.00;4.00;60.00;11.00;0.00;19.00;4.00
Sin Seï¿½ï;Ovy On The Drums, Quevedo;2.00;2022.00;7.00;22.00;1097.00;2.00;209106362.00;18.00;10.00;13.00;1.00;1.00;118.00;B;Minor;82.00;75.00;85.00;33.00;1.00;11.00;4.00
Lady Mi Amor;Feid;1.00;2022.00;9.00;13.00;330.00;0.00;53987404.00;3.00;0.00;2.00;0.00;0.00;93.00;D;Major;78.00;75.00;62.00;6.00;0.00;15.00;6.00
Poland;Lil Yachty;1.00;2022.00;6.00;23.00;1584.00;0.00;115331792.00;38.00;0.00;24.00;0.00;0.00;150.00;F;Minor;70.00;26.00;56.00;14.00;83.00;11.00;5.00
THE LONELIEST;Mï¿½ï¿½ne;1.00;2022.00;10.00;7.00;1585.00;5.00;225093344.00;78.00;65.00;328.00;1.00;198.00;130.00;D;Major;52.00;24.00;60.00;0.00;0.00;8.00;3.00
Bye Bye;Marshmello, Juice WRLD;2.00;2022.00;10.00;14.00;766.00;0.00;84697729.00;16.00;0.00;9.00;0.00;0.00;83.00;D#;Minor;65.00;24.00;53.00;6.00;0.00;51.00;4.00
BABY OTAKU;Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla;4.00;2022.00;8.00;18.00;836.00;0.00;159240673.00;14.00;1.00;13.00;0.00;0.00;102.00;A;Major;84.00;43.00;75.00;5.00;0.00;6.00;8.00
Nxde;(G)I-DLE;1.00;2022.00;10.00;17.00;430.00;6.00;170709584.00;14.00;116.00;9.00;0.00;11.00;136.00;E;Minor;73.00;65.00;91.00;4.00;0.00;48.00;18.00
Miss You;Southstar;1.00;1982.00;5.00;16.00;2020.00;0.00;154356956.00;77.00;10.00;119.00;0.00;40.00;145.00;A;Major;66.00;24.00;58.00;17.00;0.00;19.00;5.00
we fell in love in october;girl in red;1.00;2018.00;11.00;21.00;6858.00;0.00;723043854.00;31.00;21.00;15.00;0.00;4.00;130.00;G;Major;57.00;24.00;37.00;11.00;18.00;16.00;3.00
2 Be Loved (Am I Ready);Lizzo;1.00;2022.00;7.00;14.00;3682.00;6.00;247689123.00;41.00;0.00;158.00;2.00;68.00;156.00;G;Major;72.00;92.00;77.00;9.00;0.00;8.00;11.00
Celestial;Ed Sheeran;1.00;2022.00;9.00;29.00;1639.00;0.00;176474912.00;86.00;14.00;80.00;0.00;37.00;123.00;D;Major;57.00;50.00;85.00;5.00;0.00;16.00;4.00
Typa Girl;BLACKPINK;1.00;2022.00;9.00;16.00;452.00;10.00;235549288.00;2.00;129.00;13.00;0.00;1.00;132.00;G;Major;92.00;53.00;62.00;7.00;0.00;63.00;10.00
I Really Want to Stay at Your House;Rosa Walton, Hallie Coggins;2.00;2020.00;12.00;18.00;668.00;1.00;140430339.00;0.00;0.00;31.00;0.00;0.00;125.00;D#;Minor;49.00;13.00;74.00;0.00;0.00;9.00;4.00
California Breeze;Lil Baby;1.00;2022.00;10.00;14.00;991.00;0.00;85559365.00;36.00;38.00;13.00;0.00;3.00;162.00;F;Minor;74.00;22.00;67.00;0.00;0.00;11.00;46.00
Bamba (feat. Aitch & BIA);Luciano, Aitch, Bï¿½;3.00;2022.00;9.00;22.00;869.00;7.00;146223492.00;14.00;12.00;12.00;2.00;28.00;138.00;A#;Major;80.00;82.00;81.00;14.00;0.00;13.00;36.00
Casei Com a Putaria;MC Ryan SP, Love Funk, Mc Paiva ZS;3.00;2022.00;7.00;1.00;648.00;4.00;187701588.00;0.00;0.00;30.00;0.00;0.00;161.00;A#;Minor;59.00;62.00;60.00;12.00;0.00;5.00;44.00
Major Distribution;Drake, 21 Savage;2.00;2022.00;11.00;4.00;1545.00;0.00;154863153.00;22.00;7.00;15.00;0.00;0.00;131.00;G#;Minor;91.00;23.00;55.00;1.00;0.00;7.00;32.00
Pussy & Millions (feat. Travis Scott);Drake, Travis Scott, 21 Savage;3.00;2022.00;11.00;4.00;1930.00;0.00;191333656.00;24.00;8.00;17.00;0.00;1.00;122.00;E;Minor;75.00;45.00;63.00;6.00;0.00;35.00;12.00
Vigilante Shit;Taylor Swift;1.00;2022.00;10.00;21.00;1948.00;0.00;253650850.00;12.00;9.00;16.00;0.00;0.00;80.00;E;Minor;80.00;16.00;28.00;17.00;0.00;12.00;39.00
Question...?;Taylor Swift;1.00;2022.00;10.00;21.00;1608.00;0.00;223064273.00;10.00;3.00;12.00;0.00;0.00;109.00;G;Major;75.00;11.00;50.00;20.00;0.00;30.00;17.00
On BS;Drake, 21 Savage;2.00;2022.00;11.00;4.00;1338.00;0.00;170413877.00;9.00;20.00;7.00;0.00;0.00;158.00;A;Major;84.00;33.00;36.00;2.00;0.00;39.00;59.00
Mastermind;Taylor Swift;1.00;2022.00;10.00;21.00;1936.00;0.00;218320587.00;7.00;5.00;13.00;0.00;0.00;126.00;E;Major;66.00;12.00;35.00;55.00;0.00;9.00;14.00
Circo Loco;Drake, 21 Savage;2.00;2022.00;11.00;4.00;1794.00;0.00;141720999.00;26.00;9.00;17.00;0.00;3.00;104.00;C#;Major;73.00;25.00;61.00;1.00;0.00;32.00;7.00
Labyrinth;Taylor Swift;1.00;2022.00;10.00;21.00;1597.00;0.00;187339835.00;6.00;3.00;15.00;0.00;0.00;110.00;0;Major;48.00;15.00;31.00;80.00;22.00;12.00;4.00
Spin Bout U;Drake, 21 Savage;2.00;2022.00;11.00;4.00;1652.00;2.00;198365537.00;26.00;52.00;10.00;0.00;95.00;130.00;G;Major;77.00;20.00;70.00;1.00;0.00;16.00;5.00
Sweet Nothing;Taylor Swift;1.00;2022.00;10.00;21.00;1747.00;0.00;186104310.00;9.00;6.00;13.00;0.00;2.00;177.00;0;Major;34.00;39.00;16.00;97.00;0.00;12.00;5.00
Would've, Could've, Should've;Taylor Swift;1.00;2022.00;10.00;21.00;1715.00;0.00;177503916.00;4.00;5.00;8.00;0.00;0.00;158.00;G;Major;48.00;55.00;84.00;43.00;0.00;15.00;12.00
Con La Brisa;Ludwig Goransson, Foudeqush;2.00;2022.00;11.00;4.00;486.00;0.00;71095708.00;8.00;1.00;7.00;0.00;0.00;114.00;D;Minor;62.00;25.00;44.00;51.00;33.00;14.00;3.00
Privileged Rappers;Drake, 21 Savage;2.00;2022.00;11.00;4.00;1007.00;0.00;112436403.00;6.00;5.00;3.00;0.00;0.00;144.00;F;Major;93.00;62.00;61.00;0.00;0.00;12.00;20.00
The Astronaut;Jin;1.00;2022.00;10.00;28.00;481.00;9.00;203436468.00;10.00;100.00;15.00;1.00;27.00;125.00;F;Major;54.00;22.00;76.00;0.00;0.00;14.00;3.00
BackOutsideBoyz;Drake;1.00;2022.00;11.00;4.00;1045.00;0.00;93367537.00;8.00;5.00;2.00;0.00;0.00;142.00;F;Minor;85.00;40.00;43.00;4.00;0.00;39.00;32.00
Broke Boys;Drake, 21 Savage;2.00;2022.00;11.00;4.00;1060.00;0.00;106249219.00;3.00;8.00;5.00;0.00;0.00;120.00;D;Major;64.00;11.00;53.00;1.00;0.00;25.00;27.00
The Great War;Taylor Swift;1.00;2022.00;10.00;21.00;1274.00;0.00;181382590.00;1.00;6.00;11.00;0.00;0.00;96.00;F;Major;57.00;55.00;74.00;22.00;0.00;8.00;4.00
My Mind & Me;Selena Gomez;1.00;2022.00;11.00;3.00;953.00;0.00;91473363.00;61.00;13.00;37.00;1.00;0.00;144.00;A;Major;60.00;24.00;39.00;57.00;0.00;8.00;3.00
Bigger Than The Whole Sky;Taylor Swift;1.00;2022.00;10.00;21.00;1180.00;0.00;121871870.00;4.00;0.00;8.00;0.00;0.00;166.00;F#;Major;42.00;7.00;24.00;83.00;1.00;12.00;6.00
A Veces (feat. Feid);Feid, Paulo Londra;2.00;2022.00;11.00;3.00;573.00;0.00;73513683.00;2.00;0.00;7.00;0.00;0.00;92.00;C#;Major;80.00;81.00;67.00;4.00;0.00;8.00;6.00
En La De Ella;Feid, Sech, Jhayco;3.00;2022.00;10.00;20.00;1320.00;0.00;133895612.00;29.00;26.00;17.00;0.00;0.00;97.00;C#;Major;82.00;67.00;77.00;8.00;0.00;12.00;5.00
Alone;Burna Boy;1.00;2022.00;11.00;4.00;782.00;2.00;96007391.00;27.00;18.00;32.00;1.00;0.00;90.00;E;Minor;61.00;32.00;67.00;15.00;0.00;11.00;5.00
